Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken,pick_time,distance
20.0,4.9,Sandstorms,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,17,23,20.555
26.0,4.5,Sandstorms,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,21,18,7.448
30.0,4.9,Windy,Low,1,Snack,scooter,2.0,No,Metropolitian,29,23,16.388
36.0,4.7,Fog,Jam,2,Buffet,motorcycle,3.0,No,Metropolitian,42,19,10.705
31.0,4.6,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,35,11,2.98
25.0,4.7,Fog,High,1,Buffet,motorcycle,1.0,No,Urban,25,14,6.232
37.0,4.5,Stormy,Medium,2,Drinks,scooter,2.0,No,Metropolitian,28,15,6.081
25.0,4.7,Fog,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,48,19,11.917
21.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,36,21,17.076
32.0,4.8,Sandstorms,Low,2,Drinks,scooter,2.0,No,Urban,15,22,11.748
32.0,4.3,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,39,19,20.254
38.0,5.0,Cloudy,High,1,Snack,motorcycle,2.0,No,Metropolitian,32,14,6.29
26.0,4.5,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,37,18,19.977
34.0,4.3,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,37,23,19.76
35.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,10,3.145
23.0,4.0,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,38,20,17.137
23.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,33,18,10.641
23.0,4.9,Sandstorms,Medium,1,Buffet,scooter,2.0,No,Metropolitian,29,17,17.078
21.0,4.9,Windy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,28,19,16.647
34.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,2.0,Yes,Metropolitian,50,20,20.207
28.0,4.7,Windy,Low,2,Drinks,motorcycle,1.0,No,Urban,12,22,9.327
28.0,4.7,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,15,8,3.116
39.0,4.9,Stormy,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,24,19,12.417
31.0,4.6,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,21,4.61
31.0,4.6,Fog,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,23,10,3.116
35.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Urban,42,18,12.099
34.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,43,22,13.789
33.0,4.4,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,10,3.105
35.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,1.0,Yes,Metropolitian,47,19,11.905
24.0,5.0,Fog,Low,1,Snack,motorcycle,2.0,No,Metropolitian,18,23,4.657
21.0,4.7,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,31,20,9.18
34.0,4.4,Sandstorms,Jam,2,Meal,scooter,3.0,No,Urban,39,21,13.771
20.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,22,20.443
35.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39,20,10.725
33.0,3.6,Fog,Low,1,Snack,scooter,2.0,No,Urban,36,24,19.913
25.0,4.9,Sandstorms,Medium,1,Buffet,scooter,2.0,No,Metropolitian,29,17,7.632
27.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,23,19,7.647
34.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,22,23,16.601
27.0,4.6,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,30,20,12.162
28.0,4.6,Sandstorms,High,2,Drinks,scooter,2.0,No,Metropolitian,13,11,3.105
37.0,4.9,Windy,Low,2,Meal,scooter,2.0,No,Metropolitian,23,23,14.153
30.0,4.9,Stormy,Low,2,Snack,motorcycle,2.0,No,Metropolitian,24,22,9.178
23.0,3.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Semi-Urban,53,21,4.528
34.0,4.6,Stormy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,26,21,10.602
24.0,4.9,Stormy,High,0,Drinks,motorcycle,2.0,No,Metropolitian,17,14,6.211
35.0,4.2,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38,18,17.079
30.0,4.9,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,18,18,4.61
36.0,4.7,Sandstorms,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,30,19,11.937
24.0,4.8,Windy,Medium,2,Meal,motorcycle,2.0,No,Metropolitian,27,16,6.037
36.0,4.9,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,25,9,1.532
36.0,4.8,Sandstorms,Low,2,Meal,scooter,2.0,No,Metropolitian,21,23,20.443
27.0,3.4,Sunny,Low,1,Drinks,scooter,2.0,Yes,Metropolitian,43,23,20.254
31.0,4.7,Stormy,Low,1,Snack,scooter,2.0,No,Metropolitian,26,8,1.558
34.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,16,24,12.099
33.0,3.8,Windy,Medium,2,Drinks,scooter,2.0,No,Urban,34,17,20.507
34.0,4.7,Sandstorms,Low,2,Drinks,motorcycle,2.0,No,Urban,16,22,20.443
35.0,4.9,Stormy,Medium,2,Meal,scooter,2.0,No,Metropolitian,20,18,17.074
21.0,4.6,Stormy,Low,1,Snack,motorcycle,2.0,No,Metropolitian,14,22,4.664
30.0,4.8,Sunny,Jam,0,Buffet,motorcycle,2.0,No,Urban,28,20,12.436
34.0,4.8,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,16,11,1.532
20.0,4.2,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,38,21,19.675
39.0,4.8,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,18,22,7.648
23.0,4.6,Fog,Jam,1,Buffet,scooter,2.0,No,Metropolitian,42,20,13.768
34.0,4.7,Cloudy,Low,1,Drinks,motorcycle,2.0,No,Urban,17,10,1.513
35.0,4.3,Windy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,23,8,1.509
27.0,5.0,Windy,Jam,2,Meal,motorcycle,2.0,No,Metropolitian,24,21,16.721
33.0,4.7,Windy,Low,2,Drinks,scooter,2.0,No,Metropolitian,25,10,3.041
24.0,4.8,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,10,19,12.235
34.0,4.1,Windy,Jam,1,Snack,scooter,2.0,No,Metropolitian,39,21,19.883
23.0,4.4,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,19,7.684
33.0,4.7,Sunny,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,21,18,10.425
38.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,31,17,9.263
35.0,4.9,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,22,9,1.555
22.0,4.5,Fog,Low,2,Snack,scooter,1.0,No,Urban,18,10,1.537
36.0,4.7,Sunny,Low,1,Meal,motorcycle,2.0,No,Metropolitian,23,23,10.881
24.0,4.6,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,26,23,10.587
27.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Urban,28,18,4.47
34.0,5.0,Stormy,High,2,Buffet,scooter,2.0,No,Metropolitian,31,12,3.019
27.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,2.0,No,Urban,18,22,16.904
23.0,4.6,Cloudy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,33,19,4.587
28.0,4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,15,24,7.761
27.0,4.0,Sandstorms,High,0,Snack,motorcycle,3.0,No,Metropolitian,35,14,6.119
34.0,4.7,Windy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,31,17,13.771
29.0,4.4,Fog,Jam,2,Drinks,scooter,3.0,No,Urban,38,21,10.906
30.0,4.6,Fog,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,29,9,3.03
30.0,4.7,Sandstorms,Jam,1,Snack,scooter,2.0,No,Urban,26,22,7.573
24.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,36,20,17.298
25.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,11,22,13.612
29.0,4.1,Fog,Jam,2,Drinks,scooter,2.0,No,Metropolitian,35,20,12.464
31.0,4.8,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,24,10,1.513
33.0,4.1,Fog,High,2,Meal,scooter,2.0,No,Urban,38,14,6.05
32.0,4.7,Sunny,Low,1,Snack,motorcycle,2.0,No,Metropolitian,17,23,7.448
30.0,4.3,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,46,19,19.688
30.0,4.7,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,21,10,1.509
29.0,4.7,Fog,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,35,17,10.603
23.0,4.8,Windy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,29,16,5.969
31.0,4.8,Sunny,Low,2,Buffet,scooter,2.0,No,Urban,15,8,3.019
22.0,4.8,Stormy,Jam,1,Meal,motorcycle,2.0,No,Urban,19,21,12.099
36.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,23,7.567
29.0,4.8,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,37,22,16.386
31.0,4.9,Sunny,Low,2,Meal,scooter,2.0,No,Urban,16,10,1.515
32.0,3.8,Stormy,Jam,1,Snack,scooter,2.0,No,Metropolitian,40,21,17.099
20.0,4.5,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,8,3.109
27.0,5.0,Cloudy,Jam,1,Drinks,motorcycle,3.0,No,Metropolitian,43,20,12.42
25.0,4.9,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,23,16.368
32.0,4.7,Fog,Low,0,Snack,motorcycle,2.0,No,Metropolitian,25,9,1.553
30.0,4.8,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,15,17,7.763
27.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,15,23,16.834
21.0,4.7,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Urban,11,10,3.041
26.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,20,22,4.663
39.0,4.9,Cloudy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,36,19,13.584
26.0,4.7,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,17,16.153
36.0,5.0,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,46,19,16.6
20.0,4.8,Sunny,Low,0,Meal,motorcycle,2.0,No,Metropolitian,19,8,2.98
36.0,4.8,Fog,Medium,1,Snack,scooter,2.0,No,Metropolitian,43,18,10.867
23.0,4.6,Windy,Medium,1,Snack,scooter,2.0,No,Metropolitian,21,18,8.938
20.0,5.0,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,17,18,7.325
35.0,4.6,Windy,Medium,1,Buffet,motorcycle,3.0,No,Metropolitian,34,19,7.453
31.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,46,18,12.294
34.0,3.5,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,34,22,14.022
22.0,4.8,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,16,17,10.881
24.0,4.9,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,35,18,16.602
26.0,4.8,Sunny,Low,1,Snack,scooter,2.0,No,Metropolitian,23,8,1.554
29.0,4.9,Sandstorms,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,25,19,17.298
27.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,24,18,9.327
33.0,4.1,Sandstorms,Low,0,Meal,motorcycle,2.0,No,Metropolitian,29,8,1.49
39.0,5.0,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,23,7.573
38.0,4.6,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,18,11.008
24.0,4.3,Sunny,High,0,Buffet,motorcycle,1.0,Yes,Urban,42,12,1.513
33.0,4.6,Sunny,Jam,2,Snack,scooter,2.0,No,Metropolitian,18,21,12.117
23.0,4.8,Sunny,Jam,1,Snack,motorcycle,2.0,No,Urban,10,19,4.544
24.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,2.0,No,Urban,18,11,3.059
31.0,4.2,Stormy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,25,10,1.561
34.0,4.9,Fog,High,0,Meal,motorcycle,2.0,No,Metropolitian,29,11,1.513
26.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,Urban,12,8,1.49
25.0,4.6,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,17,18,8.939
25.0,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,18,7.772
28.0,4.7,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,22,20,4.718
27.0,4.5,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,16,18,9.22
30.0,5.0,Stormy,Low,1,Meal,scooter,2.0,No,Metropolitian,24,10,3.064
35.0,4.8,Windy,Low,2,Buffet,motorcycle,2.0,No,Metropolitian,28,23,16.601
28.0,4.7,Sunny,Low,0,Snack,motorcycle,2.0,No,Urban,23,22,19.88
31.0,5.0,Windy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,29,20,17.098
32.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,2.0,No,Metropolitian,19,24,19.878
25.0,4.7,Sandstorms,Low,1,Meal,motorcycle,2.0,No,Urban,11,9,2.977
31.0,4.8,Cloudy,High,0,Meal,motorcycle,2.0,No,Metropolitian,33,15,5.969
33.0,4.6,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,29,18,12.162
39.0,4.2,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,37,20,7.448
30.0,4.6,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,40,20,19.76
29.0,4.8,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,25,19,12.257
21.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,13,15,5.96
31.0,4.7,Sunny,Jam,2,Buffet,scooter,2.0,No,Metropolitian,20,20,10.882
22.0,4.5,Sunny,Medium,2,Drinks,motorcycle,2.0,No,Metropolitian,12,17,13.789
38.0,4.2,Cloudy,Jam,2,Snack,scooter,3.0,Yes,Metropolitian,47,21,19.618
38.0,4.3,Stormy,Low,0,Snack,motorcycle,3.0,No,Metropolitian,33,22,4.561
25.0,4.9,Fog,Medium,2,Buffet,scooter,2.0,No,Metropolitian,25,17,13.789
39.0,4.7,Fog,Low,1,Buffet,scooter,2.0,No,Urban,16,8,1.52
37.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,33,18,10.565
32.0,4.5,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,39,19,10.565
31.0,5.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,49,20,16.853
22.0,4.5,Stormy,Medium,1,Buffet,scooter,2.0,No,Urban,28,15,5.959
36.0,4.1,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,40,24,20.287
29.0,4.5,Sandstorms,Low,2,Snack,scooter,2.0,No,Metropolitian,14,22,13.583
20.0,4.7,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,17,10,1.53
39.0,4.6,Stormy,Low,1,Meal,scooter,2.0,No,Urban,26,22,9.075
37.0,4.7,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,30,23,17.098
35.0,4.4,Sandstorms,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,41,20,13.972
37.0,5.0,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,22,9.435
39.0,4.6,Cloudy,Medium,2,Snack,scooter,2.0,No,Metropolitian,30,17,13.429
33.0,4.8,Windy,High,2,Buffet,motorcycle,2.0,No,Metropolitian,27,11,1.558
35.0,4.6,Cloudy,Low,2,Buffet,scooter,2.0,No,Urban,29,24,13.611
35.0,4.8,Cloudy,Jam,1,Meal,scooter,2.0,No,Urban,35,20,7.545
22.0,4.8,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,25,20,12.421
31.0,4.6,Sunny,Jam,0,Buffet,motorcycle,2.0,No,Urban,28,21,13.631
26.0,4.8,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,14,18,7.563
28.0,4.8,Cloudy,Medium,1,Buffet,scooter,2.0,No,Metropolitian,27,17,10.565
29.0,4.6,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,13,21,4.538
24.0,4.8,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,19,19,14.153
24.0,4.9,Sandstorms,Medium,1,Snack,scooter,2.0,No,Metropolitian,15,18,17.137
22.0,5.0,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Urban,35,22,16.902
32.0,5.0,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,16,8,3.041
24.0,4.7,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,17,18,9.435
27.0,4.6,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,18,10.906
23.0,4.7,Sunny,Low,1,Snack,scooter,1.0,No,Urban,15,10,3.116
38.0,4.5,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,15,23,4.674
33.0,4.9,Fog,Medium,1,Meal,scooter,2.0,No,Metropolitian,16,18,9.327
33.0,4.2,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,18,13.829
34.0,4.4,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,51,20,13.612
26.0,4.0,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32,20,17.298
33.0,4.9,Sandstorms,Low,0,Meal,motorcycle,2.0,No,Metropolitian,29,23,17.137
22.0,4.6,Windy,Low,1,Snack,motorcycle,2.0,No,Metropolitian,14,10,3.041
20.0,4.9,Cloudy,High,1,Meal,motorcycle,2.0,No,Metropolitian,25,12,1.537
31.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,18,23,9.078
28.0,4.6,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,18,4.528
36.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,24,23,16.821
32.0,4.1,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,31,19,9.315
36.0,4.5,Stormy,Medium,2,Meal,scooter,2.0,No,Metropolitian,33,18,17.298
36.0,4.6,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Urban,31,17,20.443
34.0,4.5,Sandstorms,Low,0,Meal,motorcycle,2.0,No,Metropolitian,30,10,3.116
31.0,4.3,Windy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,34,24,9.178
28.0,4.5,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,23,9,3.109
30.0,4.9,Sunny,Jam,2,Drinks,scooter,2.0,No,Metropolitian,27,22,10.587
30.0,4.3,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,36,19,19.688
29.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,20,23,20.443
20.0,4.8,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,11,10,1.52
39.0,4.8,Fog,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,26,22,4.674
23.0,4.8,Sunny,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,13,19,4.538
37.0,4.2,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,39,22,10.602
21.0,4.9,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,22,16.476
28.0,4.8,Sunny,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,24,18,7.762
28.0,4.9,Stormy,Medium,0,Buffet,motorcycle,2.0,No,Urban,20,18,9.055
26.0,4.7,Windy,Low,2,Drinks,scooter,1.0,No,Urban,17,9,2.98
23.0,4.7,Sunny,Medium,0,Buffet,motorcycle,2.0,No,Urban,19,16,6.081
27.0,4.7,Sandstorms,Medium,1,Buffet,scooter,2.0,No,Metropolitian,23,18,9.435
39.0,4.9,Fog,Low,1,Buffet,motorcycle,2.0,No,Metropolitian,19,9,3.105
23.0,4.9,Sunny,Medium,2,Buffet,motorcycle,2.0,No,Urban,16,17,11.937
29.0,5.0,Fog,Low,2,Drinks,scooter,2.0,No,Urban,17,9,3.025
24.0,4.6,Sandstorms,Medium,1,Buffet,scooter,2.0,No,Metropolitian,29,17,4.663
29.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,36,20,12.464
34.0,4.7,Fog,Low,2,Meal,motorcycle,2.0,No,Metropolitian,22,24,13.785
38.0,4.9,Windy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,42,17,19.618
30.0,4.9,Sunny,Medium,2,Buffet,motorcycle,2.0,No,Metropolitian,23,16,6.218
20.0,4.5,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,21,20,4.657
30.0,4.1,Fog,Jam,2,Drinks,scooter,3.0,Yes,Metropolitian,43,20,19.089
35.0,4.8,Cloudy,Low,2,Drinks,motorcycle,2.0,No,Urban,18,9,3.041
32.0,4.8,Cloudy,Jam,2,Meal,scooter,3.0,No,Metropolitian,42,22,12.294
37.0,4.7,Windy,Medium,1,Meal,scooter,2.0,No,Metropolitian,29,18,9.313
35.0,4.0,Windy,High,1,Buffet,scooter,2.0,No,Metropolitian,33,15,6.147
25.0,5.0,Fog,Medium,2,Meal,scooter,2.0,No,Metropolitian,18,18,4.718
20.0,4.7,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,27,21,7.564
35.0,4.9,Sunny,Low,1,Meal,scooter,2.0,No,Urban,24,23,10.706
22.0,4.6,Fog,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,33,21,16.476
23.0,4.9,Windy,Jam,2,Meal,scooter,2.0,No,Metropolitian,19,21,10.713
34.0,4.8,Fog,Medium,1,Drinks,scooter,2.0,No,Metropolitian,19,18,9.349
29.0,4.7,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,21,21,16.902
24.0,4.8,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,29,18,10.756
22.0,4.8,Fog,Medium,1,Meal,scooter,1.0,No,Urban,13,16,6.29
33.0,4.7,Cloudy,High,1,Drinks,scooter,2.0,No,Metropolitian,38,13,6.209
20.0,4.9,Stormy,Low,2,Drinks,motorcycle,2.0,No,Metropolitian,17,9,1.512
32.0,4.7,Fog,Medium,1,Meal,scooter,2.0,No,Metropolitian,30,18,20.177
38.0,4.9,Sandstorms,Low,2,Snack,motorcycle,2.0,No,Urban,20,10,1.553
39.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,20,13.631
37.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,8,3.059
34.0,4.7,Fog,Jam,1,Snack,scooter,2.0,No,Urban,26,22,9.121
30.0,4.7,Windy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,44,17,13.989
27.0,4.5,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,21,23,10.806
30.0,4.2,Sandstorms,Low,0,Snack,motorcycle,2.0,No,Metropolitian,25,23,9.22
20.0,4.6,Fog,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,41,21,19.762
37.0,4.7,Fog,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,43,20,10.868
39.0,4.9,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,36,21,12.421
26.0,4.9,Sunny,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,17,10,1.465
30.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,40,20,10.867
27.0,4.9,Stormy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,22,19,19.042
31.0,4.9,Sunny,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,20,18,13.787
30.0,4.2,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,36,19,7.863
32.0,4.2,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,43,19,13.787
39.0,4.8,Stormy,Low,2,Drinks,scooter,2.0,No,Metropolitian,22,10,3.041
36.0,4.8,Windy,Medium,1,Snack,scooter,2.0,No,Metropolitian,26,17,20.205
20.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,19,22,9.177
33.0,4.4,Cloudy,Low,0,Meal,motorcycle,3.0,No,Metropolitian,40,22,10.868
31.0,5.0,Sunny,Jam,2,Snack,scooter,2.0,No,Metropolitian,16,19,14.045
22.0,5.0,Sunny,Low,1,Snack,scooter,2.0,No,Metropolitian,20,10,1.51
30.0,4.0,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32,21,7.763
20.0,4.7,Fog,High,2,Meal,motorcycle,2.0,No,Metropolitian,21,13,6.21
28.0,4.6,Cloudy,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,38,20,10.868
26.0,4.7,Cloudy,Medium,2,Meal,motorcycle,2.0,No,Metropolitian,18,18,9.315
33.0,4.4,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,47,19,9.435
24.0,4.9,Windy,Low,2,Snack,scooter,2.0,No,Urban,11,9,3.073
36.0,4.7,Sunny,Low,2,Snack,scooter,1.0,No,Urban,11,10,3.121
39.0,5.0,Sandstorms,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,25,17,13.62
39.0,4.6,Sunny,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,20,19,4.406
23.0,4.7,Stormy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,26,19,7.547
31.0,4.9,Sunny,Jam,2,Snack,scooter,2.0,No,Metropolitian,20,21,7.448
26.0,4.8,Sunny,Medium,2,Snack,motorcycle,1.0,No,Urban,10,17,10.758
27.0,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,18,23,12.072
21.0,5.0,Windy,High,0,Drinks,motorcycle,1.0,No,Urban,24,12,6.04
36.0,4.0,Fog,High,1,Drinks,motorcycle,3.0,No,Metropolitian,35,14,6.081
29.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,2.0,No,Metropolitian,19,22,10.725
33.0,3.5,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,36,20,13.99
39.0,4.6,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,15,20,4.395
33.0,4.7,Sandstorms,Medium,2,Meal,scooter,2.0,No,Metropolitian,25,18,7.661
26.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,21,18,13.681
31.0,5.0,Stormy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,29,24,13.787
23.0,4.9,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,13,23,4.544
